TIME[S],SPEED,altitude
2633,26661,116
2634,26661,116
2635,26662,116
2636,26662,115
2637,26663,115
2638,26664,115
2639,26664,115
2640,26665,115
2641,26666,115
2642,26666,115
2643,26667,114
2644,26667,114
2645,26668,114
2646,26669,114
2647,26670,114
2648,26670,114
2649,26671,114
2650,26671,113
2651,26672,113
2652,26672,113
2653,26673,113
2654,26673,113
2655,26674,113
2656,26675,113
2657,26675,112
2658,26676,112
2659,26677,112
2660,26677,112
2661,26678,112
2662,26679,112
2663,26679,112
2664,26680,112
2665,26680,112
2666,26681,111
2667,26682,111
2668,26682,111
2669,26683,111
2670,26684,111
2671,26684,111
2672,26685,110
2673,26686,110
2674,26686,110
2675,26687,110
2676,26687,110
2677,26688,110
2678,26688,110
2679,26689,109
2680,26690,109
2681,26690,109
2682,26691,109
2683,26691,109
2684,26692,109
2685,26693,109
2686,26694,108
2687,26694,108
2688,26695,108
2689,26695,108
2690,26696,108
2691,26697,108
2692,26697,108
2693,26698,107
2694,26698,107
2695,26699,107
2696,26700,107
2697,26700,107
2698,26701,107
2699,26701,107
2700,26702,107
2701,26703,106
2702,26703,106
2703,26704,106
2704,26704,106
2705,26705,106
2706,26706,106
2707,26706,106
2708,26707,105
2709,26707,105
2710,26708,105
2711,26709,105
2712,26709,105
2713,26710,105
2714,26710,105
2715,26711,104
2716,26712,104
2717,26712,104
2718,26713,104
2719,26713,104
2720,26714,104
2721,26715,104
2722,26715,103
2723,26716,103
2724,26716,103
2725,26717,103
2726,26717,103
2727,26718,103
2728,26719,103
2729,26719,102
2730,26720,102
2731,26720,102
2732,26721,102
2733,26722,102
2734,26722,102
2735,26723,102
2736,26723,101
2737,26724,101
2738,26724,101
2739,26725,101
2740,26726,101
2741,26726,101
2742,26727,101
2743,26727,101
2744,26728,100
2745,26728,100
2746,26729,100
2747,26729,100
2748,26730,100
2749,26731,100
2750,26731,100
2751,26732,99
2752,26732,99
2753,26733,99
2754,26733,99
2755,26734,99
2756,26734,99
2757,26735,99
2758,26735,98
2759,26736,98
2760,26736,98
2761,26737,98
2762,26737,98
2763,26738,98
2764,26739,98
2765,26739,97
2766,26739,97
2767,26740,97
2768,26741,97
2769,26741,97
2770,26741,97
2771,26742,97
2772,26742,96
2773,26743,96
2774,26743,96
2775,26744,96
2776,26744,96
2777,26745,96
2778,26745,96
2779,26746,95
2780,26746,95
2781,26746,95
2782,26747,95
2783,26747,95
2784,26748,95
2785,26748,95
2786,26748,94
2787,26749,94
2788,26749,94
2789,26750,94
2790,26750,94
2791,26750,94
2792,26751,94
2793,26751,94
2794,26751,93
2795,26751,93
2796,26752,93
2797,26752,93
2798,26752,93
2799,26753,93
2800,26753,93
2801,26753,92
2802,26753,92
2803,26754,92
2804,26754,92
2805,26754,92
2806,26754,92
2807,26755,92
2808,26755,91
2809,26755,91
2810,26755,91
2811,26755,91
2812,26755,91
2813,26755,91
2814,26756,91
2815,26755,90
2816,26756,90
2817,26756,90
2818,26756,90
2819,26756,90
2820,26756,90
2821,26755,90
2822,26756,89
2823,26756,89
2824,26756,89
2825,26755,89
2826,26755,89
2827,26755,89
2828,26755,89
2829,26754,89
2830,26754,88
2831,26755,88
2832,26754,88
2833,26754,88
2834,26754,88
2835,26753,88
2836,26753,88
2837,26753,87
2838,26752,87
2839,26752,87
2840,26751,87
2841,26751,87
2842,26751,87
2843,26750,87
2844,26749,86
2845,26749,86
2846,26748,86
2847,26748,86
2848,26747,86
2849,26746,86
2850,26745,86
2851,26744,86
2852,26743,85
2853,26743,85
2854,26741,85
2855,26741,85
2856,26740,85
2857,26739,85
2858,26738,85
2859,26737,84
2860,26736,84
2861,26734,84
2862,26733,84
2863,26732,84
2864,26732,84
2865,26731,84
2866,26729,84
2867,26727,83
2868,26725,83
2869,26724,83
2870,26722,83
2871,26722,83
2872,26719,83
2873,26718,83
2874,26716,82
2875,26714,82
2876,26713,82
2877,26711,82
2878,26709,82
2879,26707,82
2880,26705,82
2881,26703,82
2882,26700,81
2883,26698,81
2884,26695,81
2885,26693,81
2886,26690,81
2887,26688,81
2888,26686,81
2889,26684,81
2890,26681,80
2891,26679,80
2892,26677,80
2893,26673,80
2894,26672,80
2895,26669,80
2896,26666,80
2897,26663,80
2898,26660,79
2899,26657,79
2900,26654,79
2901,26649,79
2902,26645,79
2903,26642,79
2904,26638,79
2905,26635,79
2906,26631,78
2907,26628,78
2908,26624,78
2909,26621,78
2910,26616,78
2911,26612,78
2912,26608,78
2913,26604,78
2914,26599,78
2915,26594,77
2916,26589,77
2917,26584,77
2918,26580,77
2919,26574,77
2920,26568,77
2921,26562,77
2922,26557,77
2923,26551,76
2924,26545,76
2925,26539,76
2926,26533,76
2927,26527,76
2928,26520,76
2929,26514,76
2930,26507,76
2931,26500,76
2932,26493,76
2933,26486,75
2934,26478,75
2935,26471,75
2936,26464,75
2937,26456,75
2938,26448,75
2939,26440,75
2940,26432,75
2941,26423,75
2942,26414,75
2943,26406,74
2944,26397,74
2945,26388,74
2946,26379,74
2947,26370,74
2948,26360,74
2949,26351,74
2950,26341,74
2951,26332,74
2952,26322,74
2953,26311,73
2954,26301,73
2955,26291,73
2956,26280,73
2957,26270,73
2958,26259,73
2959,26248,73
2960,26237,73
2961,26226,73
2962,26214,73
2963,26203,73
2964,26191,73
2965,26179,72
2966,26167,72
2967,26155,72
2968,26142,72
2969,26130,72
2970,26117,72
2971,26104,72
2972,26092,72
2973,26079,72
2974,26066,72
2975,26052,72
2976,26039,72
2977,26025,72
2978,26012,72
2979,25998,72
2980,25984,71
2981,25970,71
2982,25957,71
2983,25942,71
2984,25927,71
2985,25912,71
2986,25897,71
2987,25883,71
2988,25868,71
2989,25853,71
2990,25838,71
2991,25823,71
2992,25808,71
2993,25792,71
2994,25777,71
2995,25761,71
2996,25745,71
2997,25730,71
2998,25713,70
2999,25697,70
3000,25681,70
3001,25664,70
3002,25648,70
3003,25632,70
3004,25615,70
3005,25598,70
3006,25582,70
3007,25564,70
3008,25547,70
3009,25530,70
3010,25513,70
3011,25496,70
3012,25479,70
3013,25461,70
3014,25444,70
3015,25426,70
3016,25409,70
3017,25391,70
3018,25374,70
3019,25356,70
3020,25338,70
3021,25320,70
3022,25302,70
3023,25285,70
3024,25267,69
3025,25249,69
3026,25231,69
3027,25213,69
3028,25195,69
3029,25176,69
3030,25158,69
3031,25139,69
3032,25121,69
3033,25103,69
3034,25084,69
3035,25066,69
3036,25048,69
3037,25030,69
3038,25012,69
3039,24993,69
3040,24975,69
3041,24957,69
3042,24939,69
3043,24920,69
3044,24902,69
3045,24884,69
3046,24866,69
3047,24848,69
3048,24830,69
3049,24812,69
3050,24794,69
3051,24777,69
3052,24759,69
3053,24741,69
3054,24723,69
3055,24705,69
3056,24688,69
3057,24671,69
3058,24653,69
3059,24636,69
3060,24618,69
3061,24600,69
3062,24583,69
3063,24566,69
3064,24549,69
3065,24531,69
3066,24514,69
3067,24497,69
3068,24480,69
3069,24463,69
3070,24446,69
3071,24429,69
3072,24413,69
3073,24395,69
3074,24378,69
3075,24362,69
3076,24345,69
3077,24328,69
3078,24311,69
3079,24295,69
3080,24278,69
3081,24262,69
3082,24246,69
3083,24229,69
3084,24213,69
3085,24196,69
3086,24180,69
3087,24165,69
3088,24149,69
3089,24132,69
3090,24117,69
3091,24101,69
3092,24085,69
3093,24069,69
3094,24052,69
3095,24036,69
3096,24020,69
3097,24005,69
3098,23989,69
3099,23973,69
3100,23958,69
3101,23942,69
3102,23927,69
3103,23911,69
3104,23896,69
3105,23879,69
3106,23864,69
3107,23848,69
3108,23840,69
3109,23827,69
3110,23813,69
3111,23798,69
3112,23784,69
3113,23770,69
3114,23755,69
3115,23741,69
3116,23727,69
3117,23714,69
3118,23699,69
3119,23685,69
3120,23671,69
3121,23657,69
3122,23644,69
3123,23630,69
3124,23617,69
3125,23603,69
3126,23590,69
3127,23576,69
3128,23562,69
3129,23549,69
3130,23536,69
3131,23522,69
3132,23509,69
3133,23496,69
3134,23483,69
3135,23470,69
3136,23456,69
3137,23443,69
3138,23430,69
3139,23418,69
3140,23405,69
3141,23392,69
3142,23379,69
3143,23366,69
3144,23354,69
3145,23341,69
3146,23328,69
3147,23316,69
3148,23302,69
3149,23290,69
3150,23277,69
3151,23265,69
3152,23252,69
3153,23239,69
3154,23227,69
3155,23215,69
3156,23203,69
3157,23190,69
3158,23178,69
3159,23165,69
3160,23153,69
3161,23141,69
3162,23129,69
3163,23116,69
3164,23103,69
3165,23091,69
3166,23079,69
3167,23066,69
3168,23054,69
3169,23041,69
3170,23029,69
3171,23016,69
3172,23004,69
3173,22992,69
3174,22979,69
3175,22967,69
3176,22954,69
3177,22942,69
3178,22929,69
3179,22917,69
3180,22904,69
3181,22892,69
3182,22879,69
3183,22866,69
3184,22854,69
3185,22841,69
3186,22828,69
3187,22816,69
3188,22803,69
3189,22791,69
3190,22779,69
3191,22766,69
3192,22754,69
3193,22741,69
3194,22728,69
3195,22715,69
3196,22701,69
3197,22688,69
3198,22675,69
3199,22662,69
3200,22649,69
3201,22636,69
3202,22623,69
3203,22610,69
3204,22597,69
3205,22584,69
3206,22571,69
3207,22559,69
3208,22545,69
3209,22532,69
3210,22519,69
3211,22506,68
3212,22493,68
3213,22479,68
3214,22466,68
3215,22453,68
3216,22439,68
3217,22426,68
3218,22413,68
3219,22400,68
3220,22386,68
3221,22372,68
3222,22360,68
3223,22346,68
3224,22332,68
3225,22318,68
3226,22305,68
3227,22291,68
3228,22277,68
3229,22263,68
3230,22249,68
3231,22235,68
3232,22221,68
3233,22207,68
3234,22192,68
3235,22178,67
3236,22163,67
3237,22150,67
3238,22134,67
3239,22120,67
3240,22105,67
3241,22090,67
3242,22075,67
3243,22060,67
3244,22045,67
3245,22029,67
3246,22014,67
3247,21999,67
3248,21983,67
3249,21967,67
3250,21952,67
3251,21936,67
3252,21921,67
3253,21905,66
3254,21889,66
3255,21872,66
3256,21857,66
3257,21840,66
3258,21824,66
3259,21808,66
3260,21791,66
3261,21774,66
3262,21758,66
3263,21741,66
3264,21723,66
3265,21706,66
3266,21689,66
3267,21672,66
3268,21654,65
3269,21635,65
3270,21617,65
3271,21599,65
3272,21579,65
3273,21560,65
3274,21542,65
3275,21523,65
3276,21504,65
3277,21485,65
3278,21465,65
3279,21446,65
3280,21427,65
3281,21407,65
3282,21389,65
3283,21368,64
3284,21348,64
3285,21328,64
3286,21307,64
3287,21286,64
3288,21266,64
3289,21245,64
3290,21225,64
3291,21204,64
3292,21182,64
3293,21161,64
3294,21139,64
3295,21117,64
3296,21095,64
3297,21073,63
3298,21049,63
3299,21026,63
3300,21003,63
3301,20980,63
3302,20956,63
3303,20932,63
3304,20908,63
3305,20884,63
3306,20859,63
3307,20835,63
3308,20810,63
3309,20785,63
3310,20761,63
3311,20736,62
3312,20712,62
3313,20686,62
3314,20660,62
3315,20635,62
3316,20609,62
3317,20584,62
3318,20558,62
3319,20532,62
3320,20506,62
3321,20479,62
3322,20452,62
3323,20427,62
3324,20400,62
3325,20373,62
3326,20346,61
3327,20321,61
3328,20293,61
3329,20264,61
3330,20237,61
3331,20209,61
3332,20181,61
3333,20153,61
3334,20125,61
3335,20096,61
3336,20068,61
3337,20039,61
3338,20011,61
3339,19981,61
3340,19952,61
3341,19922,61
3342,19895,61
3343,19864,60
3344,19834,60
3345,19804,60
3346,19775,60
3347,19745,60
3348,19715,60
3349,19685,60
3350,19654,60
3351,19624,60
3352,19594,60
3353,19563,60
3354,19533,60
3355,19501,60
3356,19472,60
3357,19443,60
3358,19410,60
3359,19379,60
3360,19348,60
3361,19316,60
3362,19285,60
3363,19253,60
3364,19222,60
3365,19190,59
3366,19159,59
3367,19127,59
3368,19095,59
3369,19063,59
3370,19032,59
3371,19000,59
3372,18970,59
3373,18937,59
3374,18905,59
3375,18873,59
3376,18841,59
3377,18809,59
3378,18777,59
3379,18745,59
3380,18713,59
3381,18681,59
3382,18649,59
3383,18618,59
3384,18585,59
3385,18553,59
3386,18521,59
3387,18491,59
3388,18457,59
3389,18425,59
3390,18394,59
3391,18362,59
3392,18330,59
3393,18299,59
3394,18267,58
3395,18235,58
3396,18203,58
3397,18171,58
3398,18138,58
3399,18106,58
3400,18074,58
3401,18042,58
3402,18011,58
3403,17978,58
3404,17945,58
3405,17912,58
3406,17880,58
3407,17847,58
3408,17816,58
3409,17783,58
3410,17750,58
3411,17718,58
3412,17686,58
3413,17653,58
3414,17621,58
3415,17588,58
3416,17556,58
3417,17525,58
3418,17491,58
3419,17462,58
3420,17434,58
3421,17400,58
3422,17367,58
3423,17335,58
3424,17296,58
3425,17264,58
3426,17230,58
3427,17197,58
3428,17164,58
3429,17130,58
3430,17094,57
3431,17058,57
3432,17027,57
3433,16992,57
3434,16960,57
3435,16927,57
3436,16894,57
3437,16861,57
3438,16828,57
3439,16796,57
3440,16763,57
3441,16728,57
3442,16695,57
3443,16662,57
3444,16629,57
3445,16596,57
3446,16563,57
3447,16532,57
3448,16500,57
3449,16465,57
3450,16430,57
3451,16396,57
3452,16362,57
3453,16329,57
3454,16295,56
3455,16261,56
3456,16228,56
3457,16195,56
3458,16159,56
3459,16126,56
3460,16091,56
3461,16060,56
3462,16030,56
3463,15995,56
3464,15961,56
3465,15925,56
3466,15891,56
3467,15857,56
3468,15823,56
3469,15789,56
3470,15753,56
3471,15719,56
3472,15684,56
3473,15649,56
3474,15614,56
3475,15580,55
3476,15542,55
3477,15507,55
3478,15471,55
3479,15437,55
3480,15400,55
3481,15365,55
3482,15329,55
3483,15294,55
3484,15257,55
3485,15221,55
3486,15185,55
3487,15147,55
3488,15108,55
3489,15070,55
3490,15035,55
3491,14998,54
3492,14964,54
3493,14925,54
3494,14887,54
3495,14850,54
3496,14812,54
3497,14774,54
3498,14736,54
3499,14698,54
3500,14660,54
3501,14621,54
3502,14581,54
3503,14542,54
3504,14502,53
3505,14462,53
3506,14422,53
3507,14384,53
3508,14343,53
3509,14302,53
3510,14262,53
3511,14221,53
3512,14180,53
3513,14139,53
3514,14100,53
3515,14056,53
3516,14015,53
3517,13974,52
3518,13933,52
3519,13892,52
3520,13851,52
3521,13808,52
3522,13768,52
3523,13725,52
3524,13682,52
3525,13639,52
3526,13597,52
3527,13554,52
3528,13512,52
3529,13469,52
3530,13426,51
3531,13382,51
3532,13338,51
3533,13294,51
3534,13249,51
3535,13205,51
3536,13159,51
3537,13117,51
3538,13070,51
3539,13024,51
3540,12978,51
3541,12932,51
3542,12886,50
3543,12840,50
3544,12793,50
3545,12747,50
3546,12700,50
3547,12652,50
3548,12606,50
3549,12559,50
3550,12511,50
3551,12465,50
3552,12420,50
3553,12369,50
3554,12322,50
3555,12274,49
3556,12226,49
3557,12179,49
3558,12132,49
3559,12083,49
3560,12036,49
3561,11987,49
3562,11939,49
3563,11891,49
3564,11842,49
3565,11794,49
3566,11745,49
3567,11699,49
3568,11649,48
3569,11599,48
3570,11550,48
3571,11500,48
3572,11451,48
3573,11401,48
3574,11352,48
3575,11303,48
3576,11253,48
3577,11203,48
3578,11154,48
3579,11104,48
3580,11054,47
3581,11004,47
3582,10956,47
3583,10902,47
3584,10853,47
3585,10803,47
3586,10752,47
3587,10702,47
3588,10651,47
3589,10600,47
3590,10551,47
3591,10501,47
3592,10450,47
3593,10399,46
3594,10348,46
3595,10299,46
3596,10248,46
3597,10200,46
3598,10148,46
3599,10097,46
3600,10046,46
3601,9995,46
3602,9945,46
3603,9893,46
3604,9843,46
3605,9792,45
3606,9741,45
3607,9689,45
3608,9638,45
3609,9586,45
3610,9536,45
3611,9484,45
3612,9436,45
3613,9381,45
3614,9331,45
3615,9279,45
3616,9228,45
3617,9177,45
3618,9125,44
3619,9074,44
3620,9024,44
3621,8971,44
3622,8919,44
3623,8870,44
3624,8819,44
3625,8766,44
3626,8715,44
3627,8665,44
3628,8611,44
3629,8558,44
3630,8506,43
3631,8454,43
3632,8402,43
3633,8349,43
3634,8297,43
3635,8244,43
3636,8190,43
3637,8138,43
3638,8085,43
3639,8031,43
3640,7977,43
3641,7924,42
3642,7873,42
3643,7817,42
3644,7763,42
3645,7710,42
3646,7655,42
3647,7603,42
3648,7548,42
3649,7495,42
3650,7440,42
3651,7385,42
3652,7331,41
3653,7275,41
3654,7221,41
3655,7166,41
3656,7111,41
3657,7061,41
3658,7004,41
3659,6948,41
3660,6895,41
3661,6840,41
3662,6786,40
3663,6731,40
3664,6677,40
3665,6623,40
3666,6569,40
3667,6515,40
3668,6461,40
3669,6408,40
3670,6354,40
3671,6300,40
3672,6249,39
3673,6195,39
3674,6138,39
3675,6085,39
3676,6031,39
3677,5978,39
3678,5924,39
3679,5870,39
3680,5817,38
3681,5763,38
3682,5708,38
3683,5654,38
3684,5600,38
3685,5545,38
3686,5489,38
3687,5437,38
3688,5380,37
3689,5325,37
3690,5272,37
3691,5217,37
3692,5162,37
3693,5107,37
3694,5052,37
3695,4998,37
3696,4943,36
3697,4888,36
3698,4832,36
3699,4777,36
3700,4723,36
3701,4669,36
3702,4617,36
3703,4561,35
3704,4506,35
3705,4453,35
3706,4399,35
3707,4345,35
3708,4290,35
3709,4235,34
3710,4181,34
3711,4126,34
3712,4072,34
3713,4017,34
3714,3963,34
3715,3909,33
3716,3854,33
3717,3803,33
3718,3747,33
3719,3692,33
3720,3638,33
3721,3584,32
3722,3532,32
3723,3477,32
3724,3425,32
3725,3371,32
3726,3319,32
3727,3266,31
3728,3213,31
3729,3160,31
3730,3107,31
3731,3053,31
3732,3001,31
3733,2945,30
3734,2891,30
3735,2837,30
3736,2783,30
3737,2729,30
3738,2675,30
3739,2622,29
3740,2570,29
3741,2517,29
3742,2465,29
3743,2414,29
3744,2363,28
3745,2313,28
3746,2265,28
3747,2219,28
3748,2170,28
3749,2122,28
3750,2075,27
3751,2029,27
3752,1983,27
3753,1939,27
3754,1895,27
3755,1851,26
3756,1811,26
3757,1772,26
3758,1732,26
3759,1694,26
3760,1656,25
3761,1619,25
3762,1585,25
3763,1548,25
3764,1511,25
3765,1477,24
3766,1444,24
3767,1412,24
3768,1381,24
3769,1352,24
3770,1324,23
3771,1297,23
3772,1270,23
3773,1243,23
3774,1217,23
3775,1191,22
3776,1166,22
3777,1143,22
3778,1118,22
3779,1095,21
3780,1074,21
3781,1052,21
3782,1031,21
3783,1011,21
3784,994,20
3785,977,20
3786,961,20
3787,947,20
3788,934,20
3789,924,19
3790,914,19
3791,906,19
3792,898,19
3793,887,19
3794,877,18
3795,867,18
3796,859,18
3797,850,18
3798,840,17
3799,829,17
3800,820,17
3801,811,17
3802,801,17
3803,790,16
3804,779,16
3805,769,16
3806,760,16
3807,751,16
3808,742,15
3809,734,15
3810,726,15
3811,717,15
3812,709,15
3813,701,14
3814,694,14
3815,687,14
3816,680,14
3817,673,14
3818,667,13
3819,662,13
3820,657,13
3821,652,13
3822,647,13
3823,640,13
3824,635,12
3825,630,12
3826,625,12
3827,620,12
3828,615,12
3829,609,12
3830,603,11
3831,598,11
3832,593,11
3833,589,11
3834,584,11
3835,579,11
3836,574,10
3837,569,10
3838,564,10
3839,559,10
3840,554,10
3841,550,10
3842,545,10
3843,542,9
3844,538,9
3845,534,9
3846,529,9
3847,525,9
3848,522,9
3849,519,9
3850,515,8
3851,511,8
3852,507,8
3853,503,8
3854,499,8
3855,495,8
3856,492,8
3857,488,7
3858,484,7
3859,480,7
3860,477,7
3861,474,7
3862,471,7
3863,467,7
3864,464,7
3865,460,6
3866,457,6
3867,454,6
3868,452,6
3869,449,6
3870,445,6
3871,442,6
3872,439,6
3873,437,5
3874,435,5
3875,433,5
3876,430,5
3877,427,5
3878,425,5
3879,422,5
3880,420,5
3881,417,4
3882,415,4
3883,412,4
3884,410,4
3885,407,4
3886,405,4
3887,403,4
3888,401,4
3889,399,4
3890,397,3
3891,394,3
3892,392,3
3893,390,3
3894,387,3
3895,384,3
3896,380,3
3897,378,3
3898,376,3
3899,373,2
3900,371,2
3901,369,2
3902,367,2
3903,365,2
3904,363,2
3905,361,2
3906,359,2
3907,357,2
3908,355,2
3909,354,1
3910,352,1
3911,350,1
3912,348,1
3913,346,1
3914,345,1
3915,343,1
3916,341,1
3917,339,1
3918,338,1
3919,336,1
3920,335,0
3921,334,0
3922,333,0
3923,332,0
3924,336,0
3925,337,0
3926,322,0
3927,293,0
3928,252,0
3929,203,0
3930,165,0
3931,127,0
3932,89,0
3933,59,0
3934,56,0
3935,57,0
3936,55,0
3937,43,0
3938,43,0
3939,47,0
3940,46,0
3941,28,0
3942,12,0
3943,7,0
3944,7,0
3945,11,0
3946,23,0
3947,39,0
3948,12,0
3949,7,0
3950,7,0
3951,8,0
3952,8,0
3953,8,0
3954,8,0
3955,8,0
3956,8,0
3957,8,0
3958,8,0
3959,8,0
3960,8,0
3961,8,0
3962,8,0
3963,8,0
3964,8,0
3965,8,0
3966,8,0
3967,8,0
3968,8,0
3969,8,0
3970,8,0
3971,8,0
3972,8,0
3973,8,0
3974,8,0
3975,8,0
3976,8,0
3977,8,0
3978,8,0
3979,8,0
3980,8,0
3981,8,0
3982,8,0
3983,8,0
3984,8,0
3985,8,0
3986,8,0
3987,8,0
3988,8,0
3989,8,0
3990,8,0
3991,8,0
3992,8,0
3993,8,0
3994,8,0
3995,8,0
3996,8,0
3997,8,0
3998,8,0
3999,8,0
4000,8,0
4001,8,0
4002,8,0
4003,8,0
4004,8,0
4005,8,0
4006,8,0
4007,8,0
4008,8,0
4009,8,0
4010,8,0
4011,8,0
4012,8,0
4013,8,0
4014,8,0
4015,8,0
4016,8,0
4017,8,0
4018,8,0
4019,8,0
4020,8,0
4021,8,0
4022,8,0
4023,8,0
4024,8,0
4025,8,0
4026,8,0
